Code,Prov,Loc,EC,TA,TW,Q,Elv,SiO2,SiO4,Al,Fe,Ca,Mg,Na,K ,Li,NH3,Cl,SO4,HCO3,H2S,B,Al3+,As3+,NH4+,CO3-,F,Br,NO3,PO42-,H2S,pH
1040,Jabar,Cipanas,0,0,38.2,1,0,54.45,0,0,0.05,22.84,6.31,76.33,0.54,0.007,0,27.83,65.35,11.34,0,0.35,0,0.0011,0.068,179.9,0.43,0,0,0,0,8.32
1041,Jabar,Cimandiri,0,0,0,0,0,29.9,0,0,0.253,20.39,6.35,10.26,1.19,0.001,0,9.94,10.29,0,0,0.01,0,0.00015,0.002,83,0.19,0,0,0,0,7.69
1042,Jabar,Cisolok 1,0,0,103,10,0,12.22,0,0,0.144,68.82,28.1,1022.59,77.33,0.0179,0,369.86,268.04,1416.36,0,0,0,0.0414,0.475,23.64,1.033,0,0,0,0,7.24
1043,Jabar,Cisolok 2,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,Jabar,Cisolok 3,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,Jabar,Cisolok 4,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,Jabar,Cisolok 5,0,0,90,0,0,13.55,0,0,0.093,50.05,8.34,325.37,24.92,0.175,0,369.86,187.45,201.2,0,0.072,0,0.0476,0.673,6.51,1.033,0,0,0,0,8.32
1047,Jabar,Cisolok 6,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,Jabar,Cisukarame,0,0,46,0.3,0,20.19,0,0,0,1.19,2.52,79.05,0.52,0.014,0,6.73,12.52,154.64,0,0.003,0,0.0094,0,16.38,0.29,0,0,0,0,8.48
1049,Jabar,Cimanggu-1,0,0,34.9,0,0,6.95,0,0,0.26,24.54,9.67,62.13,13.54,0.284,0,9.67,0.45,268.42,0,0.15,0,0.0046,0.288,0,0.28,0,0,0,0,7.22
1050,Jabar,Cimanggu-2,0,0,35.2,0,0,5.64,0,0,1.03,28.63,15.04,78.99,14.96,0.217,0,35.24,0.45,320.23,0,0.174,0,0.0037,0.264,0,0.22,0,0,0,0,7.04
1051,Jabar,Kancah,0,0,33.7,7,0,4.89,0,0,4.22,49.08,63.5,105.6,58.04,0.751,0,249.7,471,0,0,0.19,0,0.0027,1.511,0,1.579,0,0,0,0,3.32
1052,Jabar,Cilayu,0,0,53.5,0,0,156.76,0,0,0.03,75.74,8.2,1000,61.43,1.3,0,1213.6,402.03,257.6,0,28.27,0,0,0,15,0,0,0,0,0,8.4
1053,Jabar,Pakenjeng-1,0,0,59.6,20,0,64.18,0,0,0.01,270.2,1.34,265,5.61,0.08,0,177.5,912.63,45.02,0,3.19,0,0,0,0,0,0,0,0,0,7.7
1054,Jabar,Pakenjeng2,0,0,40.9,20,0,65.51,0,0,0,240,2.2,265,4.29,0.07,0,213,778.83,60.02,0,1.06,0,0,0,0,0,0,0,0,0,7.8
1055,Jabar,Pakenjeng-3,0,0,40.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0
1056,Jabar,Cipanas-1,0,0,48,0,0,43.31,0,0,1.54,4.03,44.35,306,25.3,0.28,0,259.6,1.12,461.4,0,1.4,0,0,0.02,47.52,1.09,0,0,0,0,8.3
1057,Jabar,Cipanas-2,0,0,49.3,0,0,53.54,0,0,0.85,8.06,46.29,221.3,22.6,0.22,0,254.6,0.4,444.5,0,0.39,0,0,0.01,30.87,0.99,0,0,0,0,8.27
1058,Jabar,Cileusing,0,0,44,0,0,52.72,0,0,1.24,11.28,60.67,455,35.4,0.75,0,635.3,2.22,519.5,0,1.12,0,0,1.66,23.76,1.02,0,0,0,0,7.97
1059,Jabar,Cibuni,0,0,83.6,0,0,74.19,0,0,1.64,16.2,9.4,10.5,4.6,0.4,0,5,255.13,0,0,0,0,0.09,0,0,0,0,0,0,0,2.4
1060,Jabar,Cimanggu,0,0,78,70,0,172.03,0,0,0,28.7,16.8,84.8,19.2,0.4,0,35.5,55.96,375.02,0,0,0,0.09,0,0,0,0,0,0,0,7.6
1061,Jabar,Kertasana,0,0,50.1,0,0,190.92,0,0,0,38.4,33.4,77.9,24,0.4,0,0,115.22,457.65,0,0,0,0.09,0,0,0,0,0,0,0,6.9
1062,Jabar,Cibolang,0,0,66.5,0,0,197.43,0,0,0,76.8,42.1,74.4,29.4,0.4,0,8,227.15,438.58,0,0,0,0.09,0,0,0,0,0,0,0,7.7
1063,Jabar,Maribaya,0,0,45.8,0,0,188.46,0,0,0,0,0,0,0,0.4,0,53.25,25,680.27,0,0,0,0.09,0,0,0,0,0,0,0,7.8
1064,Jabar,Papandayan,0,0,80,5,0,426.21,0,0,11.07,0,0,0,0,6.48,0,71,14402.5,0,0,0,0,0.2,0,0,0,0,0,0,0,1.8
1065,Jabar,Cibeureum,0,0,44.8,50,0,158.51,0,0,5.25,0,0,0,0,0.4,0,0,625.48,0,0,0,0,0.09,0,0,0,0,0,0,0,3.5
1066,Jabar,Toblong,0,0,46.2,0,0,133.7,0,0,0,0,0,0,0,0.4,0,0,337.43,160.06,0,0,0,0.09,0,0,0,0,0,0,0,8.5
1067,Jabar,Cipatujah,0,0,50.1,0,0,36.62,0,0,0,0,0,0,0,0.4,0,905.25,2702.56,32.51,0,0,0,0.8,0,0,0,0,0,0,0,6.5
1068,Jabar,Cileungsing,0,0,47.4,0,0,175.29,0,0,0.33,43.3,51.9,510.2,31.4,0.4,0,727.75,0,686.47,0,0,0,0.09,0,0,0,0,0,0,0,7.7
1069,Jabar,Sekarwangi,0,0,49.2,10,0,187.54,0,0,0,57.9,46.1,208.1,21.2,0.4,0,213,0,622.91,0,0,0,0.09,0,0,0,0,0,0,0,6.8
1070,Jabar,Kampung Sumur,0,0,34.9,5,0,99.34,0,0,0,0,0,0,0,0.4,0,71,10,235.09,0,0,0,0.09,0,0,0,0,0,0,0,6.75
1071,Jabar,HDul1,0,0,0,0,0,0,0,0.07,0.06,323.1,2.76,181.4,2.25,0.01,0,147.6,836.17,71.56,0,0,0,0,0.01,0,0.14,0,0,0,0,7.46
1072,Jabar,HDul2,0,0,0,0,0,0,0,0.14,0.07,271.9,2.24,180.3,2.36,0.02,0,146.6,796.31,71.79,0,0,0,0,0.01,0,1.35,0,0,0,0,7.96
1073,Jabar,HPoh1,0,0,0,0,0,0,0,0.14,2.83,176,35.17,2457,253.89,10.99,0,2800.38,670.75,1735.34,0,0,0,0,1.55,0,2.25,0,0,0,0,6.92
1074,Jabar,HPoh2,0,0,0,0,0,0,0,0.14,2.7,263.9,59.25,2594,265,11.84,0,3173.59,751.4,1839.33,0,0,0,0,1.49,0,1.44,0,0,0,0,7.4
1075,Jabar,HDil1,0,0,0,0,0,0,0,0.07,0.08,130.1,4.59,497.4,5.76,0.19,0,665.94,360.47,78.79,0,0,0,1,0.1,0,2,0,0,0,0,6.94
1076,Jabar,HDil2,0,0,0,0,0,0,0,0.14,0.06,164,3.67,503.64,5.47,0.5,0,750.1,334.14,66.97,0,0,0,1,0.07,0,1.85,0,0,0,0,7.6
1077,Jabar,HDil3,0,0,0,0,0,0,0,0.14,0.06,231.5,1.87,696.4,7.39,0.73,0,1120.78,253.89,26.84,0,0,0,1,0,0,2.83,0,0,0,0,7.42
1078,Jabar,HTu,0,0,0,0,0,0,0,0.14,0.08,44.12,18.5,318.8,3.76,0.17,0,126.6,300.24,538.54,0,0,0,0.5,0.02,0,0.61,0,0,0,0,6.87
1079,Jabar,Cbo,0,0,0,0,0,0,0,0.07,0.08,250.3,31.65,74.5,7.45,0.07,0,25,625.48,217.34,0,0,0,0,0.27,0,0,0,0,0,0,6.67
1080,Jabar,Cpoh,0,0,0,0,0,0,0,0.14,0.13,7.44,0.52,6.43,0.69,0.01,0,4,6,28.21,0,0,0,0,0.01,0,0.07,0,0,0,0,7.3
1081,Jabar,Cdil,0,0,0,0,0,0,0,0.14,0.08,58.19,8.8,10.13,1.2,0.01,0,27.45,25.51,170.29,0,0,0,0,0.32,0,1.12,0,0,0,0,6.58
1082,NTT,Ampallas,1500,0,50.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1083,NTT,Batupane,360,0,40.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6
1084,NTT,Gantungan,527,0,34.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8
1085,NTT,Karema,1074,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,NTT,Ampallas -1,0,0,0,0,0,74.42,1.53,0,0,0,3.85,535.6,19.74,0.39,0,513.26,0,597.37,0,2.64,0,0,0,0,0,0,0,0,0,0
1087,NTT,Ampallas -2,0,0,0,0,0,71.41,0.85,0,0,0,4.02,521.43,20.97,0.39,0,492.07,0,606.64,0,2.9,0,0,0,0,0,0,0,0,0,0
1088,NTT,Ampallas -3,0,0,0,0,0,60.65,1.99,0,0,0,4.59,522.53,20.97,0.37,0,532.69,0,609.05,0,2.76,0,0,0,0,0,0,0,0,0,0
1089,NTT,Ampallas -4,0,0,0,0,0,40.83,12.24,0,0,0,3.51,229.79,29.05,0.04,0,174.7,0,360.63,0,1.41,0,0,0,0,0,0,0,0,0,0
1090,NTT,Ampallas -5,0,0,0,0,0,70.04,78.92,0,0,0,13.04,90.86,24.12,0.01,0,1.37,0,283.04,0,0.17,0,0,0,0,0,0,0,0,0,0
1091,NTT,Ampallas -7,0,0,0,0,0,88.2,1.5,0,0,0,5.05,370.09,16.07,0.35,0,355.37,0,435.31,0,2.51,0,0,0,0,0,0,0,0,0,0
1092,NTT,Ampallas -8,0,0,0,0,0,65.44,1.88,0,0,0,8.72,191.27,19.62,0.09,0,161.09,0,329.89,0,1.11,0,0,0,0,0,0,0,0,0,0
1093,NTT,Batupane,0,0,0,0,0,32.09,6.6,0,0,0,0.19,88.47,16.27,0.02,0,3.01,0,238.26,0,0.6,0,0,0,0,0,0,0,0,0,0
1094,NTT,Gantungan,0,0,0,0,0,74.89,20.65,0,0,0,0.19,141.71,1.96,0.02,0,4.2,0,316.71,0,0.6,0,0,0,0,0,0,0,0,0,0
1095,NTT,Karema,0,0,0,0,0,62.51,17.9,0,0,0,0.08,316.99,16.6,0.01,0,31.68,0,481.69,0,1.92,0,0,0,0,0,0,0,0,0,0
1096,NTT,NGT ,0,0,0,0,0,140.64,0,0,0,194.1,82,146.6,35.95,0.22,5.76,253.53,0.54,1122.72,7.53,9.84,0,0,0,0,0,0,0,0,0,6.96
1097,NTT,GDS ,0,0,0,0,0,106,0,0,0,6,0,5,9,0,0,164,372,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,NTT,Mapos,1300,0,50.5,1,0,31.34,0,0,0,0,29.5,14.64,14.64,0,0,38.59,701.24,171.04,0,0,0,0,0,0,0,0,0,0,0,5.96
1099,NTT,Wae Lereng,964,0,36,1,0,149.66,0,0,0,0,29,13.05,13.05,0,0,59.7,69.57,345.27,0,0,0,0,0,0,0,0,0,0,0,6.13
10100,NTT,Ulu Galung,1300,0,36.1,2,0,58.04,0,0,0,0,23.7,3.5,3.5,0,0,11.12,257.6,176.9,0,0,0,0,0,0,0,0,0,0,0,5.95
10101,NTT,ML-H1 100%,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,1724,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61
10102,NTT,ML-H1 100%,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85
10103,NTT,ML-H1 100%,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73
10104,Jateng,Gedongsongo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10105,Jateng,Gedongsongo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10106,Jateng,Gedongsongo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10107,Jateng,Kaliulo,0,0,0,0,0,0,0,0,0,0,34.6,5152.9,182.1,0,0,5345.1,13,419.5,0,0,0,0,0,0,0,0,0,0,0,0
10108,Jateng,Kaliulo,0,0,0,0,0,0,0,0,0,0,17.4,44,3.4,0,0,75.4,15,320.4,0,0,0,0,0,0,0,0,0,0,0,7.2
10109,Jateng,Diwak,0,0,0,0,0,0,0,0,0,0,30.4,128.1,1.9,0,0,111.5,0.1,1436.6,0,0,0,0,0,0,0,0,0,0,0,7.2
10110,Jateng,Diwak,0,0,0,0,0,0,0,0,0,0,6.9,46.3,0.6,0,0,19.2,1.8,292.3,0,0,0,0,0,0,0,0,0,0,0,6.8
10111,Jateng,Derekan,0,0,0,0,0,0,0,0,0,0,31.3,131.1,2.2,0,0,119.1,0.3,1561.8,0,0,0,0,0,0,0,0,0,0,0,7.4
10112,Jateng,Gonoharjo,0,0,0,0,0,140.6,0,0,0,0,82,146.6,36,0.2,0,253.5,0.5,1122.7,0,0,0,0,0,0,0,0,0,0,0,6.9
10113,Jateng,Medini,0,0,0,0,0,158.82,0,0,0,0,80.9,155,37.8,0.3,0,94.5,1,1220.7,0,0,0,0,0,0,0,0,0,0,0,7
10114,Jateng,Medini,0,0,0,0,0,166.8,0,0,0,0,85.1,158.7,38,0.3,0,97.5,1.4,1287.5,0,0,0,0,0,0,0,0,0,0,0,7
10115,Jateng,Gedongsongo,0,0,0,0,0,0,0,0,0,0,10.4,25.3,8.6,0,0,1.2,136.2,58.7,0,0,0,0,0,0,0,0,0,0,0,6.9
10116,Jateng,Gedongsongo,0,0,0,0,0,41.1,0,0,0,0,40.4,91.8,54.3,0.1,0,753.3,3008.2,0,0,0,0,0,0,0,0,0,0,0,0,5.4
10117,Jateng,Gedongsongo,0,0,0,0,0,189.6,0,0,0,0,3.7,17.6,6.2,0,0,790,5.7,0,0,0,0,0,0,0,0,0,0,0,0,2
10118,Jateng,Kendalisodo,0,0,0,0,0,0,0,0,0,0,117.8,701,44.2,0,0,998.9,0.1,1734,0,0,0,0,0,0,0,0,0,0,0,6.7
10119,Jateng,Kendalisodo,0,0,0,0,0,0,0,0,0,0,126.1,747,47.2,0,0,1089.2,0,1826.1,0,0,0,0,0,0,0,0,0,0,0,6.8
10120,Jateng,Kendalisodo,0,0,0,0,0,130.5,0,0,0,0,33.8,142.2,25.9,3,0,162.5,1.6,643.9,0,0,0,0,0,0,0,0,0,0,0,6.4
10121,Jateng,Kendalisodo,0,0,0,0,0,137.8,0,0,0,0,80,653.5,63.3,3.2,0,1001.1,1.2,1417.2,0,0,0,0,0,0,0,0,0,0,0,6.8
10122,Jateng,Kendalisodo,0,0,0,0,0,161.6,0,0,0,0,84.1,701.5,65.4,0.4,0,1059.6,1.5,1569.7,0,0,0,0,0,0,0,0,0,0,0,6.8
10123,Jateng,Kendalisodo,0,0,0,0,0,135.7,0,0,0,0,35.2,154.6,27.4,0.4,0,266.5,1.1,550,0,0,0,0,0,0,0,0,0,0,0,7.8
10124,Jateng,Kendalisodo,0,0,0,0,0,138.24,0,0,0,0,146.8,164.5,68.4,0.1,0,122.7,0,1649.1,0,0,0,0,0,0,0,0,0,0,0,5.9
10125,NTT,Mapos-1 hotspring (APMP-1),1.3,28.6,51.4,1.4,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10126,NTT,Mapos-2 hotspring (APMP-2),1.284,29.2,50.1,0.4,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10127,NTT,Compang Teber hotspring (APCT),2.16,26.8,45,0.5,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10128,NTT,Waelareng hotspring (APWL),964,29.3,34.3,0.5,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10129,NTT,Rana Masak-1 hotspring (APRNM-1),16.216,32,46.6,0.6,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10130,NTT,Rana Masak-2 hotspring (APRNM-2),16.21,29,43,0.4,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10131,NTT,Rana Roko hotspring (APRNK),6.2,27,38,0.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10132,NTT,APMP -1,1.3,0,0,0,0,27.55,0,0,0.13,152.5,31.85,127.6,11.15,0.1,0,18.26,470.5,299.7,0,1.27,0.03,0.05,1.16,0,0.19,0,0,0,0,5.9
10133,NTT,APMP -2,1.284,0,0,0,0,326.75,0,0,0.12,161,32.94,128.7,10.58,0.1,0,20.47,492.5,297.98,0,1.49,0.05,0.05,1.14,0,0.12,0,0,0,0,6.1
10134,NTT,APRNM-1,16.216,0,0,0,0,29.99,0,0,0,547.1,118.83,2311.2,308.41,8.38,0,4562.4,282.7,683.17,0,103.97,0.04,0.76,5.58,0,1,0,0,0,0,6
10135,NTT,APRNM-2,16.21,0,0,0,0,31.21,0,0,7.59,486.1,115.46,1995.3,264.64,7.76,0,4169.3,272.7,924.2,0,92.07,0.04,1.37,6.86,0,0.1,0,0,0,0,5.9
10136,NTT,APRNK,6.2,0,0,0,0,136.66,0,0,2.16,360.9,96.69,466.2,11.52,0.13,0,1050.44,306.53,544.72,0,10.79,0.03,0,1.65,0,0.44,0,0,0,0,6.1
10137,NTT,APCT,2.16,0,0,0,0,61.52,0,0,1.08,322.1,11.68,117.8,5.97,0.13,0,8.76,942.44,189.56,0,0.57,0.03,0.01,2.17,0,0.14,0,0,0,0,6.2
10138,NTT,APWL,964,0,0,0,0,135.2,0,0,0,71.8,34.46,66.9,9.32,0.02,0,2.4,32.8,503.11,0,0.66,0.04,0.01,0.98,0,0,0,0,0,0,6.1
10139,NTT,ADNH,102,0,0,0,0,60.61,0,0,0,7.67,6.37,5.52,2.86,0.04,0,1.17,1.7,68.63,0,0.09,0.03,0,0.89,0,0.01,0,0,0,0,7.2
10140,NTT,ADRL,889,0,0,0,0,114.97,0,0,0,34.6,17.71,135,9.88,0.03,0,55.43,39.69,390,0,0.57,0.03,0,1.3,0,0.21,0,0,0,0,7.1
10141,NTT,ADRNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10142,NTT,ADCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10143,NTT,ADWK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144,NTT,ADNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
